都道府県名,二次医療圏番号,二次医療圏名,"合計(40～44歳, 18.5以上20.0未満)","合計(40～44歳, 18.5未満)","合計(40～44歳, 20.0以上25.0未満)","合計(40～44歳, 25.0以上30.0未満)","合計(40～44歳, 30.0以上35.0未満)","合計(40～44歳, 35.0以上40.0未満)","合計(40～44歳, 40.0以上)","合計(45～49歳, 18.5以上20.0未満)","合計(45～49歳, 18.5未満)","合計(45～49歳, 20.0以上25.0未満)","合計(45～49歳, 25.0以上30.0未満)","合計(45～49歳, 30.0以上35.0未満)","合計(45～49歳, 35.0以上40.0未満)","合計(45～49歳, 40.0以上)","合計(50～54歳, 18.5以上20.0未満)","合計(50～54歳, 18.5未満)","合計(50～54歳, 20.0以上25.0未満)","合計(50～54歳, 25.0以上30.0未満)","合計(50～54歳, 30.0以上35.0未満)","合計(50～54歳, 35.0以上40.0未満)","合計(50～54歳, 40.0以上)","合計(55～59歳, 18.5以上20.0未満)","合計(55～59歳, 18.5未満)","合計(55～59歳, 20.0以上25.0未満)","合計(55～59歳, 25.0以上30.0未満)","合計(55～59歳, 30.0以上35.0未満)","合計(55～59歳, 35.0以上40.0未満)","合計(55～59歳, 40.0以上)","合計(60～64歳, 18.5以上20.0未満)","合計(60～64歳, 18.5未満)","合計(60～64歳, 20.0以上25.0未満)","合計(60～64歳, 25.0以上30.0未満)","合計(60～64歳, 30.0以上35.0未満)","合計(60～64歳, 35.0以上40.0未満)","合計(60～64歳, 40.0以上)","合計(65～69歳, 18.5以上20.0未満)","合計(65～69歳, 18.5未満)","合計(65～69歳, 20.0以上25.0未満)","合計(65～69歳, 25.0以上30.0未満)","合計(65～69歳, 30.0以上35.0未満)","合計(65～69歳, 35.0以上40.0未満)","合計(65～69歳, 40.0以上)","合計(70～74歳, 18.5以上20.0未満)","合計(70～74歳, 18.5未満)","合計(70～74歳, 20.0以上25.0未満)","合計(70～74歳, 25.0以上30.0未満)","合計(70～74歳, 30.0以上35.0未満)","合計(70～74歳, 35.0以上40.0未満)","合計(70～74歳, 40.0以上)"
兵庫県,2805,北播磨,360,174,2422,1230,275,69,23,373,153,3007,1663,339,62,18,353,166,2857,1600,357,59,13,313,154,2492,1448,267,31,19,234,127,2254,1285,152,17,,217,133,2064,1067,131,,,265,143,2420,1103,82,,
兵庫県,2808,但馬,217,124,1553,710,164,32,,202,129,1883,974,210,40,,213,82,1706,949,192,38,11,221,107,1564,844,152,13,,231,133,1746,841,106,,,208,110,1665,723,65,,,263,114,1867,743,56,,
兵庫県,2809,丹波,162,74,991,429,102,27,,148,65,1133,603,116,29,,113,60,988,587,121,15,,98,51,909,496,111,12,,120,48,986,519,61,,,100,46,835,463,41,,,101,59,924,410,34,,
兵庫県,2810,淡路,131,66,1025,475,121,17,,140,67,1181,677,162,40,,130,65,1075,689,141,27,,101,61,1056,596,117,20,,113,55,1072,604,91,11,,122,73,1081,574,67,,,146,90,1251,586,48,,
兵庫県,2811,阪神,2363,1003,16863,7730,1672,318,103,2407,1005,21277,11430,2431,424,115,2354,980,21583,12139,2427,431,88,1906,770,17528,9984,1721,277,56,1390,697,13611,7146,1115,138,19,1133,538,10563,5452,606,60,,1534,739,13526,5790,523,49,
兵庫県,2812,播磨姫路,1106,455,8001,4067,875,182,55,1141,495,9862,5417,1207,217,61,1003,438,8898,5263,1095,204,39,839,406,7572,4580,816,83,20,739,317,6617,3699,554,69,14,599,331,5485,3047,365,35,,796,413,6884,3216,260,18,
奈良県,2901,奈良,405,202,3008,1358,305,58,23,465,188,3805,1989,398,87,,442,193,3804,2219,428,70,23,338,164,3367,1883,318,43,10,311,150,2875,1511,228,31,,222,136,2368,1162,154,,,335,184,2976,1325,131,,
奈良県,2902,東和,230,115,1499,792,197,54,17,237,97,1897,1137,283,61,,224,98,1887,1172,264,47,,199,85,1703,1056,221,,,182,77,1505,933,145,,,153,83,1345,726,100,,,204,104,1695,763,74,,
奈良県,2903,西和,425,181,3076,1506,309,67,,448,174,3980,2127,447,113,26,394,187,3816,2161,502,80,21,371,138,3047,1818,331,44,16,260,114,2608,1393,227,22,,214,96,2188,1148,140,,,353,149,3015,1359,136,,
奈良県,2904,中和,437,196,3262,1698,360,71,26,463,197,4049,2311,566,101,27,435,198,3938,2466,555,89,25,356,140,3388,2020,398,47,10,285,129,2765,1567,262,29,,252,124,2329,1240,142,10,,307,159,2876,1272,124,12,
奈良県,2905,南和,47,22,344,195,40,15,,61,25,458,278,67,16,,64,26,520,297,75,20,,51,40,532,324,54,,,62,35,613,331,39,,,59,19,546,260,38,,,76,35,525,254,14,,
和歌山県,3001,和歌山,466,189,3727,1982,472,108,35,491,210,4673,2636,637,119,34,447,233,4361,2689,601,116,38,397,158,3706,2297,440,83,15,354,167,3193,2050,326,38,,261,155,2699,1550,185,,,398,209,3509,1642,161,,
和歌山県,3002,那賀,141,53,910,509,111,34,10,140,54,1215,686,180,25,,110,61,1141,744,173,36,,92,53,1017,638,122,14,,75,42,968,567,82,,,86,52,839,444,61,,,124,52,971,475,42,,
和歌山県,3003,橋本,64,40,578,332,80,24,,83,49,767,460,92,24,11,103,36,689,436,102,18,,88,29,678,427,89,13,,71,32,741,421,61,12,,79,37,725,371,39,,,82,39,820,382,35,,
和歌山県,3004,有田,63,23,547,272,70,18,,70,29,675,405,74,24,,62,18,630,383,78,11,,76,30,555,331,60,11,,58,25,539,312,34,,,49,31,515,286,20,,,68,48,651,270,22,,
和歌山県,3005,御坊,76,34,501,287,69,23,,83,30,664,370,80,18,,78,24,579,336,74,10,,59,34,533,329,48,15,,53,37,580,272,33,,,70,39,511,262,34,,,78,45,574,247,22,,
和歌山県,3006,田辺,152,55,1033,508,115,26,,171,67,1307,684,174,32,,138,53,1286,648,140,27,,145,73,1121,634,103,,,126,81,1079,593,63,,,109,65,926,463,46,,,132,76,1003,463,33,,
和歌山県,3007,新宮,49,29,405,198,40,11,,73,24,535,311,70,17,,64,36,533,328,57,10,,63,20,510,276,62,,,56,25,508,272,47,,,53,25,453,217,28,,,90,47,697,220,13,,
鳥取県,3101,東部,447,184,2404,1013,242,46,,391,181,2824,1314,247,45,,293,131,2329,1225,220,47,,268,157,2251,1069,177,,,297,139,2127,1015,122,,,233,114,1948,901,69,,,245,140,2042,813,79,,
鳥取県,3102,中部,167,85,950,394,94,26,,138,43,1023,512,107,22,,124,51,946,502,99,12,,114,56,841,497,102,,,121,37,889,450,58,,,106,49,835,390,47,,,125,84,883,357,41,,
鳥取県,3103,西部,344,159,2152,1005,247,45,22,304,127,2531,1370,255,50,,300,133,2259,1269,238,46,,235,91,2110,1121,189,28,,241,99,1974,1047,139,18,,185,98,1684,828,82,,,200,91,1872,762,87,,
島根県,3201,松江,466,204,2648,1121,234,50,16,412,187,3190,1496,323,71,15,361,190,2911,1494,293,46,16,293,153,2521,1285,206,21,,279,157,2341,1165,135,11,,283,146,2010,983,87,,,303,181,2484,1002,83,,
島根県,3202,雲南,79,53,528,245,51,,,102,43,632,319,64,,,78,35,541,260,41,,,67,36,523,266,43,,,94,47,639,285,34,,,80,31,636,279,31,,,88,60,744,272,26,,
島根県,3203,出雲,325,162,1909,864,184,36,12,291,142,2241,1066,231,38,20,257,112,1886,1021,208,33,11,222,103,1700,869,138,23,,210,104,1676,822,97,12,,187,108,1487,740,71,,,225,112,1818,754,54,,
島根県,3204,大田,48,,463,254,61,14,,60,,517,331,63,16,,47,,456,299,56,,,55,17,441,276,,,,59,35,547,278,34,,,83,27,620,291,,,,98,48,763,332,32,,
島根県,3205,浜田,96,49,727,365,100,25,,119,50,871,501,107,28,,94,40,753,447,99,21,,103,52,727,391,81,,,100,56,854,420,50,,,98,44,840,392,60,,,132,68,1053,478,37,,
島根県,3206,益田,70,29,590,271,70,11,,73,34,679,359,80,12,,62,38,534,259,60,,,72,36,544,292,53,,,97,34,635,298,33,,,86,38,707,305,30,,,96,68,848,342,30,,
島根県,3207,隠岐,17,,177,125,37,,,21,,200,119,36,,,13,,148,96,23,,,17,15,162,96,,,,19,14,173,88,25,,,29,12,189,117,,,,35,12,247,119,13,,
岡山県,3301,県南東部,1399,613,9621,4537,1036,200,74,1397,592,11540,6315,1418,300,79,1181,533,10106,5962,1303,289,62,985,446,8483,4969,919,139,34,848,440,7294,3977,644,93,,648,349,6020,3197,416,42,,723,429,6527,3156,297,23,
岡山県,3302,県南西部,1044,458,7213,3515,789,155,57,1027,484,8877,4820,1093,210,54,944,381,7747,4696,1049,193,48,744,353,6308,3641,711,96,19,619,340,5489,2926,473,66,10,502,286,4613,2328,297,33,,573,290,5015,2256,190,16,
岡山県,3303,高梁・新見,58,40,411,244,55,,,68,39,558,293,56,,,48,25,504,298,81,17,,62,32,556,270,52,,,71,44,599,345,39,,,56,30,555,274,30,,,64,35,553,233,21,,
岡山県,3304,真庭,53,23,456,193,46,,,47,17,493,247,65,,,55,19,394,196,62,11,,42,18,393,212,35,,,50,27,489,229,29,,,49,27,434,208,18,,,55,34,472,234,15,,
岡山県,3305,津山・英田,221,113,1560,755,191,42,11,210,111,1837,1016,255,48,21,184,95,1575,972,212,42,13,148,90,1385,740,146,24,,167,83,1505,755,77,,,160,88,1321,666,53,,,173,107,1488,664,69,,
広島県,3401,広島,2149,1013,15744,7250,1507,320,112,2280,953,19136,10116,2218,449,109,2023,826,17895,10344,2057,347,96,1537,683,14514,8088,1359,213,47,1225,615,11604,6093,953,103,14,887,467,8303,4079,510,39,,967,460,8638,3785,347,26,
広島県,3402,広島西,179,91,1378,676,138,35,,215,88,1629,870,191,48,,195,68,1464,902,169,35,,139,63,1375,721,134,23,,137,64,1341,690,95,,,139,57,1213,593,67,,,145,66,1420,568,57,,
広島県,3403,呉,199,85,1699,884,250,48,17,245,97,2452,1440,351,67,23,228,97,2313,1399,294,66,21,187,83,2013,1349,256,44,,178,95,1775,1089,174,26,,136,80,1551,837,114,,,158,87,1700,897,96,,
広島県,3404,広島中央,356,150,2472,1207,291,74,18,344,155,2938,1657,366,69,29,299,138,2750,1583,343,57,14,214,103,2264,1345,239,37,,183,101,1909,1039,165,25,,140,56,1411,713,80,,,206,122,1686,779,60,,
広島県,3405,尾三,273,121,2104,1056,254,56,14,295,126,2561,1489,351,78,38,258,116,2219,1432,326,41,17,225,127,1963,1187,234,39,,213,105,1951,1134,187,21,,197,88,1751,960,116,,,215,115,1912,986,110,,
広島県,3406,福山・府中,707,351,5222,2654,579,115,43,729,336,6229,3473,830,143,54,656,279,5397,3227,671,145,27,444,262,4397,2601,454,79,16,456,242,3933,2141,325,43,,306,215,3214,1653,228,18,,360,192,3328,1744,156,12,
広島県,3407,備北,88,38,759,351,89,33,,116,60,863,478,118,18,,91,61,762,469,101,16,,89,43,681,430,75,13,,118,56,772,441,58,,,95,47,759,417,42,,,108,46,892,390,30,,
山口県,3501,岩国,131,53,1047,532,115,32,,136,70,1365,771,163,34,,116,62,1258,796,177,34,,125,50,1129,675,118,16,,103,54,1056,616,86,11,,106,33,1003,509,55,,,128,63,1145,504,49,,
山口県,3502,柳井,93,38,564,316,64,25,,103,38,763,452,108,13,,85,42,676,430,82,14,,65,31,557,342,66,11,,69,31,621,315,51,,,66,34,575,316,,,,76,46,634,270,,,
山口県,3503,周南,340,169,2330,1173,245,47,17,374,170,3174,1635,360,71,25,347,159,2935,1592,300,50,12,245,122,2191,1200,248,35,,228,123,1911,1052,146,15,,192,95,1754,801,81,,,280,149,2156,885,66,,
山口県,3504,山口・防府,507,246,3378,1468,348,60,21,562,236,4022,2086,418,79,19,453,210,3512,1972,431,63,18,396,171,3037,1646,282,37,,324,195,2802,1469,219,24,,241,147,2256,1048,108,,,352,170,2594,997,78,,
山口県,3505,宇部・小野田,322,149,2398,1133,253,57,22,333,159,2918,1505,327,76,26,284,143,2470,1421,296,58,11,267,142,2197,1218,196,39,,258,122,2016,1080,162,15,,213,116,1825,932,95,,,250,160,2286,910,88,,
山口県,3506,下関,285,166,2246,1033,245,45,13,389,155,2730,1425,320,77,17,257,116,2326,1428,303,50,13,255,122,2036,1164,215,30,,243,131,1933,992,140,22,,207,100,1714,883,103,,,220,134,1823,799,68,,
山口県,3507,長門,38,29,282,149,45,,,42,17,338,194,47,,,38,19,276,183,33,,,30,10,231,151,29,,,41,15,301,165,23,,,38,21,268,161,,,,49,17,349,146,,,
山口県,3508,萩,49,24,346,189,52,,,65,32,447,271,68,,,38,24,449,231,63,,,52,16,401,238,38,,,51,20,451,230,39,,,58,27,461,219,,,,67,28,459,233,,,
徳島県,3601,東部,648,287,4868,2550,654,143,56,572,251,5552,3375,847,173,55,512,211,4980,3255,766,150,32,461,205,4405,2823,582,81,15,401,188,4040,2547,404,49,,360,143,3732,2098,253,24,,415,220,4395,2303,232,21,
徳島県,3603,南部,140,72,1276,738,195,39,,165,60,1484,913,188,56,,117,53,1309,872,160,45,,133,68,1162,767,135,20,,122,51,1184,727,108,,,105,63,1291,697,81,,,200,90,1662,840,106,,
徳島県,3605,西部,69,24,554,334,84,18,,47,29,574,427,108,26,,56,30,555,396,89,16,,57,24,618,399,81,12,,72,37,668,444,61,,,60,37,752,482,58,,,89,37,884,463,51,,
香川県,3702,小豆,36,16,224,110,26,,,41,16,262,131,33,,,25,16,244,141,29,,,32,13,243,133,15,,,35,12,216,137,20,,,17,11,258,121,,,,36,21,312,164,,,
香川県,3706,東部,727,331,5528,2819,684,149,,793,315,6945,3923,927,,61,654,307,6062,3805,806,169,44,559,238,5003,3044,607,92,17,471,247,4323,2693,411,40,11,367,201,3962,2180,291,34,,578,332,5052,2552,268,,
香川県,3707,西部,530,201,3819,2041,504,,53,518,253,4538,2656,691,154,,457,212,3895,2475,586,,,379,173,3402,2160,422,,,376,163,3368,2009,345,,,328,176,3165,1855,,,,417,249,4035,2083,,,
愛媛県,3801,宇摩,100,60,787,418,104,17,14,105,47,960,582,133,27,,97,44,806,536,115,16,,80,37,771,479,116,17,,70,33,680,402,49,,,64,23,577,309,37,,,69,32,616,314,26,,
愛媛県,3802,新居浜・西条,246,113,2010,1255,278,79,22,220,109,2526,1625,409,92,29,235,106,2120,1443,318,79,19,196,78,1918,1327,252,48,10,187,74,1708,1083,205,27,,139,74,1428,838,112,,,164,81,1736,898,100,,
愛媛県,3803,今治,154,63,1368,785,202,43,11,186,68,1692,1065,263,47,18,167,57,1485,980,296,52,10,136,64,1200,872,167,44,,132,54,1119,777,119,21,,92,50,971,570,72,,,122,52,1148,591,66,,
愛媛県,3804,松山,901,422,6689,3440,819,221,56,969,371,7971,4687,1070,211,49,755,305,7026,4478,1009,194,63,666,293,5949,3680,740,126,19,528,270,5475,3206,508,49,,442,234,4352,2376,295,16,,488,247,4288,2066,198,14,
愛媛県,3805,八幡浜・大洲,155,44,1059,594,142,47,,148,62,1265,829,217,43,,125,65,1116,791,159,39,10,121,66,1227,797,146,,,167,59,1266,725,119,11,,126,49,1065,541,68,,,135,77,1110,524,53,,
愛媛県,3806,宇和島,112,55,806,475,129,38,,118,39,1062,644,174,31,,91,44,960,561,155,26,,106,42,936,590,133,,,98,54,942,568,93,,,95,54,884,474,43,,,148,64,1096,501,33,,
高知県,3901,安芸,35,19,305,191,65,14,,42,16,350,243,65,14,,51,16,347,262,58,,,35,11,331,254,69,,,50,15,343,220,57,,,36,20,330,240,39,,,47,28,462,261,35,,
高知県,3902,中央,679,351,4868,2611,605,126,39,706,272,6025,3450,864,174,52,604,248,5056,3135,757,134,45,473,245,4356,2756,563,105,19,451,201,4093,2355,366,49,10,363,201,3522,2042,263,29,,450,248,4167,2094,229,34,
高知県,3903,高幡,51,36,437,217,50,14,,57,26,465,273,66,10,,55,25,467,270,55,13,,46,26,440,255,46,,,56,32,512,269,33,,,54,23,586,250,28,,,77,34,700,310,25,,
高知県,3904,幡多,91,52,666,373,90,24,,111,47,846,468,124,28,11,85,26,742,418,94,,,78,37,641,377,72,14,,80,37,673,412,68,,,88,44,708,415,51,,,86,46,945,447,43,,
福岡県,4001,福岡・糸島,2537,1158,19178,9155,2050,436,137,2248,968,20961,11562,2504,532,139,1849,856,18845,11089,2302,422,104,1633,699,15269,8780,1453,200,49,1192,596,12212,6676,981,117,21,990,471,9237,4601,506,46,,1025,510,9245,4319,332,23,
福岡県,4002,粕屋,471,202,3552,1738,396,76,27,441,204,3983,2288,505,103,30,355,153,3017,1970,404,75,23,262,114,2293,1416,262,38,,232,114,2219,1221,174,21,,221,92,1919,937,116,,,217,129,2039,885,73,,
福岡県,4003,宗像,239,114,1769,786,204,39,13,176,86,1724,947,217,43,20,123,75,1420,873,179,29,,128,67,1161,747,125,21,,142,69,1329,661,94,11,,138,55,1238,536,74,,,146,74,1390,555,33,,
福岡県,4004,筑紫,561,251,4530,2231,475,97,34,607,210,5107,2891,646,110,34,471,189,4560,2724,573,94,24,367,162,3692,2239,376,43,10,348,158,3319,1813,282,21,,274,135,2805,1415,143,,,330,170,3053,1346,97,,
福岡県,4005,朝倉,93,52,798,444,104,21,,100,39,812,525,122,26,,82,35,710,465,103,18,,80,40,639,386,80,12,,72,38,712,370,58,,,70,55,712,367,54,,,100,55,789,386,29,,
福岡県,4006,久留米,589,254,4226,2114,493,118,34,533,224,4586,2752,659,128,34,457,188,4128,2615,508,88,25,419,187,3778,2233,383,43,,427,210,3595,1953,244,31,,356,181,3286,1664,168,17,,402,247,3688,1655,129,10,
福岡県,4007,八女・筑後,167,69,1274,582,155,28,12,159,80,1332,697,159,38,,142,85,1172,687,138,30,,142,77,1141,620,105,11,,152,70,1202,615,73,,,143,74,1146,499,57,,,168,117,1323,506,46,,
福岡県,4008,有明,228,115,1619,843,236,53,,200,101,1750,1094,268,60,16,196,80,1726,1090,254,47,18,208,95,1787,966,169,30,,207,116,1753,965,139,14,,170,93,1655,813,72,,,233,125,1870,863,66,,
福岡県,4009,飯塚,182,92,1455,799,194,36,11,182,67,1585,976,238,46,13,173,77,1290,778,198,24,,131,70,1153,732,113,16,,147,87,1338,733,91,,,153,80,1279,703,82,,,190,91,1654,821,96,,
福岡県,4010,直方・鞍手,142,65,958,487,128,24,10,111,53,959,600,145,28,,104,34,779,508,126,27,,94,44,667,455,85,,,87,48,785,487,74,10,,95,42,762,427,42,,,119,61,966,458,45,,
福岡県,4011,田川,90,43,808,511,123,32,,86,45,898,622,175,39,,96,33,799,538,133,23,,75,29,736,445,82,,,81,36,797,456,74,,,101,49,827,421,50,,,120,65,948,433,36,,
福岡県,4012,北九州,1237,561,9909,5322,1224,267,98,1215,541,11344,6902,1601,375,104,1125,466,10548,6536,1373,256,57,956,424,9114,5345,972,160,33,911,428,8419,4760,678,100,,762,386,7494,3877,473,47,,914,466,8634,4160,418,35,
福岡県,4013,京築,196,111,1706,972,236,50,23,202,89,2095,1271,324,65,23,215,76,1896,1159,242,50,18,180,85,1643,990,177,25,,173,81,1575,909,120,15,,144,65,1497,806,84,,,185,97,1709,847,80,,
佐賀県,4101,中部,434,250,3268,1686,406,90,23,389,144,3600,2099,505,91,26,364,159,3233,1999,450,95,20,332,171,3168,1865,311,41,,314,166,2977,1650,239,21,,330,160,2833,1392,153,16,,349,197,2949,1340,125,14,
佐賀県,4102,東部,209,85,1440,734,191,38,,166,69,1563,873,192,46,16,150,63,1273,809,165,26,13,132,59,1115,665,109,17,,148,60,1060,510,89,11,,113,61,1023,469,42,,,138,95,1197,546,46,,
佐賀県,4103,北部,145,39,1023,559,131,25,,126,54,1153,713,159,42,10,99,33,914,623,122,28,,115,54,955,588,94,15,,135,60,954,579,89,,,95,52,930,512,62,,,124,50,1011,532,65,,
佐賀県,4104,西部,113,54,746,387,86,19,,95,41,777,414,97,16,,91,28,692,430,78,15,,82,41,704,377,44,,,89,51,741,360,37,,,108,61,721,324,32,,,97,55,778,338,27,,
佐賀県,4105,南部,190,95,1237,647,155,36,,153,73,1264,775,174,33,,136,68,1194,824,143,28,,157,101,1361,782,141,,,174,74,1418,731,93,13,,185,90,1361,701,76,,,192,107,1627,700,67,,
長崎県,4201,長崎,578,208,4308,2221,494,109,38,539,234,5189,3018,722,146,51,516,223,5054,3077,699,128,36,455,189,4695,2833,491,72,19,455,253,4424,2512,385,50,,414,214,3993,2179,238,23,,488,231,4675,2326,194,14,
長崎県,4202,佐世保県北,298,126,2293,1207,325,62,25,291,109,2595,1597,399,67,27,275,113,2382,1551,308,60,11,243,125,2426,1474,260,25,,269,129,2374,1428,231,24,,218,136,2405,1279,141,,,297,130,2621,1313,130,,
長崎県,4203,県央,324,161,2460,1350,316,60,23,289,128,2843,1649,373,77,19,299,126,2566,1654,332,55,15,281,118,2475,1404,237,50,,265,137,2398,1319,158,20,,207,101,2195,1182,127,,,192,118,2313,1141,94,,
長崎県,4204,県南,109,58,801,494,131,26,,103,40,883,663,164,30,,112,47,981,607,123,28,,95,51,1028,676,107,21,,129,52,1156,705,90,13,,120,64,1140,647,87,,,187,64,1352,699,64,,
長崎県,4206,五島,28,,221,144,35,,,40,11,236,199,49,14,,21,13,250,193,37,,,29,,256,201,49,,,31,18,299,208,26,,,35,16,351,202,15,,,39,31,353,180,23,,
長崎県,4207,上五島,12,11,165,95,21,,,19,,177,120,34,,,19,,170,142,26,,,21,,189,163,30,,,22,10,215,146,22,,,16,11,228,130,,,,23,,210,113,,,
長崎県,4208,壱岐,23,,197,122,35,10,,24,,193,180,37,,,18,10,216,146,38,,,17,,183,152,35,,,21,11,213,158,25,,,15,12,246,159,,,,34,,279,189,,,
長崎県,4209,対馬,16,10,199,133,40,,,19,,217,185,47,,,18,,212,164,40,,,13,,213,158,20,,,31,12,246,181,34,,,38,11,283,194,,,,23,18,356,182,,,
熊本県,4302,宇城,111,51,843,579,139,44,11,107,28,924,662,171,31,12,88,39,861,604,162,24,,110,42,960,653,115,21,,103,43,933,584,77,,,85,46,901,530,60,,,94,64,977,488,51,,
熊本県,4303,有明,171,77,1354,788,202,43,22,119,60,1256,919,210,47,11,133,80,1167,809,196,49,,143,70,1204,728,140,19,,137,61,1300,742,99,11,,150,76,1352,743,83,,,164,106,1549,715,68,,
熊本県,4304,鹿本,63,23,438,247,65,,,44,13,409,297,82,18,,43,16,412,288,79,13,,57,22,436,242,56,,,65,25,501,266,33,,,65,41,484,235,37,,,63,46,587,276,25,,
熊本県,4305,菊池,290,121,2265,1158,293,55,23,254,103,2333,1316,319,63,17,190,85,1861,1070,247,44,,192,60,1677,1060,159,23,,172,64,1597,885,117,10,,134,70,1446,729,87,,,155,79,1378,641,52,,
熊本県,4306,阿蘇,56,25,481,330,80,12,,54,32,502,361,74,11,,67,31,488,307,65,11,,54,21,536,361,67,10,,61,30,635,361,63,,,88,33,781,436,41,,,90,37,829,445,53,,
熊本県,4308,八代,147,63,1127,701,198,45,,129,60,1198,835,229,60,15,119,50,1091,846,208,52,16,107,67,1196,769,155,22,,114,51,1124,728,101,13,,86,41,1006,617,89,,,100,66,1054,527,47,,
熊本県,4309,芦北,60,17,327,194,39,,,46,30,340,228,63,11,,36,17,398,260,73,15,,48,27,415,259,62,,,44,27,425,271,43,,,46,25,459,261,27,,,56,30,484,211,29,,
熊本県,4310,球磨,67,35,693,450,144,23,14,85,37,758,518,160,38,10,67,38,752,524,117,20,,106,35,841,542,107,17,,118,48,947,593,86,,,103,57,993,561,66,,,124,65,1059,633,64,,
熊本県,4311,天草,102,38,790,546,181,46,18,75,29,940,663,190,44,11,93,36,886,717,170,25,,86,36,978,682,132,15,,117,58,1176,722,96,12,,111,59,1144,670,94,,,130,64,1208,644,58,,
熊本県,4312,熊本・上益城,984,423,8015,4205,976,226,76,954,368,8884,5250,1285,226,70,749,301,7702,4864,1074,199,49,674,311,7364,4481,820,125,27,637,330,6723,3910,564,65,,595,305,5712,3077,342,34,,599,304,5592,2692,225,30,
大分県,4401,東部,202,96,1639,916,274,40,21,198,95,1916,1174,309,66,34,194,80,1664,1170,267,46,15,168,83,1699,1004,212,29,,184,100,1719,1030,161,17,,177,93,1644,955,121,,,193,116,2060,1032,95,,
大分県,4403,中部,742,360,6027,3376,860,183,58,717,298,7124,4390,1028,241,73,611,250,5989,3924,906,195,39,495,211,5243,3403,673,85,14,490,188,5161,3058,450,54,10,424,204,4469,2510,265,20,,482,235,4629,2336,229,16,
大分県,4405,南部,68,35,591,322,73,18,,60,27,593,456,123,23,,64,24,560,384,85,18,,56,30,610,382,81,,,44,20,609,396,57,,,75,36,628,423,49,,,81,37,811,398,37,,
大分県,4406,豊肥,46,27,389,254,55,28,,55,21,418,305,102,18,,45,16,454,275,72,11,,46,27,432,279,59,,,59,27,592,334,44,,,68,30,587,315,29,,,101,29,777,405,35,,
大分県,4408,西部,105,50,751,442,108,17,,109,47,851,550,126,32,,85,48,835,494,103,18,,91,51,885,470,83,10,,116,51,936,493,58,,,125,54,877,387,44,,,128,67,901,388,36,,
大分県,4409,北部,186,119,1701,898,208,48,24,227,98,1822,1058,283,70,18,171,90,1587,1094,243,44,,151,81,1503,954,159,33,,167,75,1441,841,147,18,,128,57,1347,740,99,,,141,68,1458,774,59,,
宮崎県,4501,宮崎東諸県,524,237,4320,2237,549,108,38,533,223,4960,2946,640,120,43,448,199,4356,2700,552,100,28,385,146,4001,2310,378,67,,336,173,3559,2007,305,41,,312,143,3005,1512,173,,,327,182,3041,1325,121,,
宮崎県,4502,都城北諸県,201,82,1722,982,239,42,13,176,80,1766,1072,275,71,19,136,70,1486,951,235,35,,132,69,1412,921,178,22,,187,78,1694,978,132,15,,160,70,1577,914,99,,,206,100,1933,1059,108,,
宮崎県,4503,延岡西臼杵,175,93,1500,793,211,50,14,186,78,1661,1040,300,46,22,164,74,1540,1019,226,47,11,178,73,1489,903,141,21,,170,76,1426,834,107,12,,138,67,1288,736,80,,,167,92,1610,813,74,,
宮崎県,4504,日南串間,64,34,436,283,77,11,,49,25,473,301,78,23,,56,17,474,316,77,,,61,27,490,305,58,,,59,34,598,336,52,,,65,37,601,319,32,,,92,36,652,325,20,,
宮崎県,4505,西諸,67,25,480,304,89,15,,63,18,469,329,74,23,,45,17,435,325,66,,,58,29,534,334,50,,,65,24,611,385,59,,,64,36,662,392,45,,,95,45,820,493,41,,
宮崎県,4506,西都児湯,83,44,687,416,121,15,,97,45,727,505,134,35,,73,34,634,459,104,17,,66,40,666,471,80,11,,80,41,762,458,67,,,109,50,928,464,54,,,110,60,1044,522,46,,
宮崎県,4507,日向入郷,73,44,691,402,103,25,,71,39,779,487,125,19,,79,31,648,398,100,20,,66,28,639,427,78,18,,62,42,627,410,72,,,67,32,709,387,37,,,86,43,818,429,45,,
鹿児島県,4601,鹿児島,784,350,6099,3419,817,170,48,733,300,6825,4239,1004,203,57,573,284,5945,3990,863,175,44,601,251,5649,3570,714,90,21,558,285,5820,3431,469,55,,531,249,5319,2878,322,31,,655,349,5931,2850,258,19,
鹿児島県,4603,南薩,108,51,888,477,125,34,,116,58,856,573,138,28,,103,61,907,546,127,23,,117,58,1008,613,121,22,,144,85,1193,714,91,10,,167,70,1516,750,63,,,206,124,1719,814,93,,
鹿児島県,4605,川薩,119,58,1074,582,159,36,,120,62,1171,690,165,45,12,104,58,1018,655,152,26,10,126,53,1236,723,122,19,,126,71,1239,715,91,,,147,81,1215,722,80,,,200,105,1575,731,87,,
鹿児島県,4606,出水,66,29,623,424,114,21,,72,25,618,467,147,31,,88,33,629,484,91,21,,73,28,671,481,87,,,60,40,716,429,55,,,81,44,719,438,50,,,105,56,879,430,49,,
鹿児島県,4607,姶良・伊佐,282,128,2026,1159,314,67,15,221,90,2299,1405,334,77,15,229,94,2109,1401,348,56,16,230,102,2215,1400,242,34,,219,121,2320,1328,180,,,218,131,2084,1211,127,21,,263,148,2679,1374,142,,
